"date","solar_mj_m2_d","tmax","tmin","tavg"
2019-09-09,7.01,9.02,5.63,7.69
2019-09-10,11.85,11.97,4.48,7.08
2019-09-11,14.62,15.35,3.67,8.65
2019-09-12,16.24,16.93,3.44,9.72
2019-09-13,11.96,15.65,4.43,9.45
2019-09-14,9.76,13.91,4.71,9.33
2019-09-15,18.64,20.5,5.66,12.84
2019-09-16,16.01,17.65,6.23,11.16
2019-09-17,9.69,12.71,3.33,7.11
2019-09-18,5.45,9.32,3.74,6.64
2019-09-19,10.31,12.62,2.01,6.76
2019-09-20,7.53,12.28,2.39,7.3
2019-09-21,8.96,12.28,3.89,6.64
2019-09-22,15.06,16.91,1.62,9.52
2019-09-23,6.11,10.95,4,7.75
2019-09-24,11.56,11.79,1.33,6.01
2019-09-25,15.76,12.25,-1.38,6
2019-09-26,9.19,11.42,0.08,5.36
2019-09-27,9.48,6.78,-1.86,1.65
2019-09-28,5.44,-2.21,-8.28,-5.61
2019-09-29,2.95,-3.64,-7.77,-5.88
2019-09-30,9,-1.14,-10.79,-6.06
2019-10-01,12.41,0.85,-10.79,-4.9
2019-10-02,13.18,2.26,-9.61,-3.82
2019-10-03,8.05,6.4,-5.25,0.57
2019-10-04,8.49,5.68,-3.41,0.69
2019-10-05,7.55,4,-1.42,0.85
2019-10-06,13.95,7.78,-3.7,1.2
2019-10-07,6.77,10.69,-2.43,5.06
2019-10-08,7.49,6.02,-8.85,0.65
2019-10-09,7.74,-2.88,-9.23,-6.79
2019-10-10,11.99,0.81,-12.17,-6.34
2019-10-11,14.25,3.54,-9.97,-4
2019-10-12,13.8,5.94,-7.88,-1.4
2019-10-13,8.11,7.3,-2.7,1.1
2019-10-14,9.54,4.72,-3.55,0.21
2019-10-15,9.89,8.17,-3.6,1.35
2019-10-16,10.88,11.81,0.04,3.9
2019-10-17,5.21,5.84,0.64,2.71
2019-10-18,4.88,2.6,-1.03,0.51
2019-10-19,4.26,3.49,-2.42,-0.18
2019-10-20,4.27,1.74,-4.66,-1.69
2019-10-21,3.42,1.31,-3.28,-0.86
2019-10-22,8.13,5.72,-2.23,1.51
2019-10-23,10.03,3.26,-3.3,-0.77
2019-10-24,6.19,4.82,-3.08,0.54
2019-10-25,8.34,9.4,-1.63,3.14
2019-10-26,8.37,-1.25,-8.32,-4.64
2019-10-27,6.98,-1.37,-8.17,-5.58
2019-10-28,3.54,-6.81,-15.79,-11.51
2019-10-29,10.96,-6.42,-16.17,-12.74
2019-10-30,9.7,-3.56,-16.6,-9.95
2019-10-31,6,-0.48,-9.47,-6.11
2019-11-01,9.77,-1.1,-10.99,-5.4
2019-11-02,7.95,1.73,-7.4,-2.73
2019-11-03,7.49,2.16,-5.64,-1.99
2019-11-04,5.59,2.08,-4.69,-1.32
2019-11-05,6.78,4.15,-10.21,-1.94
2019-11-06,8.91,-1.25,-13.02,-8.74
2019-11-07,8.25,0.04,-12.83,-6.47
2019-11-08,6.9,4.02,-4.34,-0.66
2019-11-09,4.29,2.65,-1.88,-0.4
2019-11-10,4.96,-2.33,-16.27,-10.39
2019-11-11,7.36,-3.31,-16.84,-10.15
2019-11-12,1.42,-1.07,-8.33,-4.52
2019-11-13,3.71,0.61,-5.24,-3.19
2019-11-14,2.95,-0.56,-5.68,-3.87
2019-11-15,2.91,1.54,-5.45,-1.7
2019-11-16,4.61,-0.29,-4.17,-2.11
2019-11-17,2.11,0.71,-1.44,0.07
2019-11-18,3.3,0.96,-1.46,0.1
2019-11-19,0.81,0.56,-6.39,-2.02
2019-11-20,6.36,-2.9,-11.09,-7.61
2019-11-21,4.67,-3.13,-13.65,-9.61
2019-11-22,5.23,-2.79,-13.39,-8.93
2019-11-23,2.1,-2.25,-7.99,-4.71
2019-11-24,4.57,-1.4,-7.88,-3.28
2019-11-25,4.35,-5.49,-11.85,-9.27
2019-11-26,3.21,-7.05,-13.63,-11.25
2019-11-27,2.22,-10.93,-14.79,-12.73
2019-11-28,5.91,-13.54,-22.57,-16.89
2019-11-29,3.3,-12.94,-25.37,-18.83
2019-11-30,4.38,-9.53,-19.69,-16.05
2019-12-01,3.36,-6.63,-19.81,-12.3
2019-12-02,1.83,-3.35,-8.66,-5.48
2019-12-03,1.75,-0.67,-4.57,-2.3
2019-12-04,1.9,0.19,-2.47,-1.1
2019-12-05,2.57,-0.53,-5.94,-2.6
2019-12-06,1.77,-1.11,-3.92,-2.51
2019-12-07,0.87,-0.38,-3.63,-2.24
2019-12-08,4.14,-3.45,-14.47,-10.25
2019-12-09,1.94,-7.44,-13.97,-10.99
2019-12-10,2.64,-5.23,-12.33,-8.08
2019-12-11,2.63,-4.33,-6.09,-5.3
2019-12-12,2.64,-1.51,-6.97,-3.62
2019-12-13,2.04,-4.22,-11.43,-7.08
2019-12-14,2.54,-6.49,-14.5,-10.73
2019-12-15,3.3,-8.61,-14.12,-11.42
2019-12-16,3.04,-7.62,-13.43,-10.2
2019-12-17,2.83,-7.26,-11.64,-8.89
2019-12-18,3.85,-6.91,-16.65,-11.54
2019-12-19,1.75,-1.99,-15.93,-7.49
2019-12-20,1.21,0.15,-1.49,-0.35
2019-12-21,1.18,0.41,-1.72,-0.47
2019-12-22,3.01,0.26,-7.69,-3.04
2019-12-23,1.99,-0.22,-7.92,-4.22
2019-12-24,1.78,-5.05,-11.83,-9.09
2019-12-25,2.99,-6.09,-13.73,-10.47
2019-12-26,1.97,-8.17,-16.63,-12.51
2019-12-27,2.74,-7.58,-12.59,-9.75
2019-12-28,2.19,-9.45,-15.85,-12.82
2019-12-29,2.48,-5.07,-11.87,-8.78
2019-12-30,2.43,-5.99,-13.11,-9.04
2019-12-31,1.16,-1.98,-7.13,-4.58
2020-01-01,1.38,-0.84,-2.33,-1.47
2020-01-02,2.78,-2.42,-7.55,-5.12
2020-01-03,1.49,-0.75,-6.46,-3.54
2020-01-04,2.57,-1.49,-6.02,-4.19
2020-01-05,2.52,-4.69,-7.02,-6.04
2020-01-06,1.95,-1.23,-7.02,-4.59
2020-01-07,1.28,-0.66,-2.62,-1.4
2020-01-08,2.45,-1.96,-8.51,-3.91
2020-01-09,4.33,-9.03,-19.33,-13.17
2020-01-10,2.21,-9.04,-20.68,-14.18
2020-01-11,2.82,-4.63,-8.93,-6.36
2020-01-12,2.22,-5.25,-21.39,-12.96
2020-01-13,3.07,-9.96,-21.45,-16.37
2020-01-14,2.79,-16.3,-26.28,-20.21
2020-01-15,5.17,-11.47,-22.74,-18.39
2020-01-16,3.85,-1.76,-20.72,-10.69
2020-01-17,4.63,-9.74,-16,-11.72
2020-01-18,2.97,-6.56,-16.23,-10.46
2020-01-19,3.99,-2.34,-8.42,-6.04
2020-01-20,4.07,-0.73,-9.06,-6.22
2020-01-21,2.16,-0.63,-9.29,-4.96
2020-01-22,3.41,-2.7,-5.72,-4.02
2020-01-23,2.48,-0.8,-6.77,-3.17
2020-01-24,2.43,0.05,-1.75,-0.73
2020-01-25,3.27,-1.14,-6.96,-3.34
2020-01-26,2.78,-0.47,-6.64,-3.75
2020-01-27,3.49,-2.13,-5.44,-3.88
2020-01-28,3.68,-1.84,-7.71,-5.03
2020-01-29,2.18,-2.27,-8.28,-4.04
2020-01-30,5.06,-3.02,-10.66,-6.42
2020-01-31,2.49,0.06,-6.37,-1.49
2020-02-01,1.85,0.17,-5.2,-0.86
2020-02-02,9.14,-6.22,-17.67,-12.42
2020-02-03,8.22,-10.29,-20.81,-15.8
2020-02-04,5.51,-10.22,-20.92,-14.33
2020-02-05,3.69,-5.45,-11.45,-8.15
2020-02-06,5.51,-3.39,-6.92,-5.57
2020-02-07,6.9,-3.28,-10.76,-7.14
2020-02-08,2.69,-2.66,-13.25,-6.51
2020-02-09,4.39,-6.82,-17.98,-11.77
2020-02-10,7.38,-7.63,-14.3,-11.34
2020-02-11,3.48,-3.58,-8.96,-6.33
2020-02-12,6.47,-7.62,-15.97,-11.36
2020-02-13,9.41,-3.16,-10.95,-5.73
2020-02-14,5.54,-4.2,-6.18,-5.2
2020-02-15,4.49,-4,-7.51,-5.47
2020-02-16,4.99,-4.33,-12.62,-6.39
2020-02-17,7.28,-6,-14.68,-10.78
2020-02-18,8.14,-9.26,-19.13,-14.35
2020-02-19,12.01,-7.75,-20.51,-14.55
2020-02-20,12.95,-5.34,-16.44,-10.95
2020-02-21,12.76,-3.38,-12.35,-8.2
2020-02-22,9.35,-1.71,-8.81,-5.81
2020-02-23,4.3,-0.97,-8.22,-4.04
2020-02-24,6.03,-4.42,-10.29,-6.77
2020-02-25,8.49,-5.4,-13.48,-8.47
2020-02-26,4.4,-2.57,-9.6,-5.31
2020-02-27,6.97,-0.91,-5.55,-3.19
2020-02-28,12.87,0.38,-4.73,-2.32
2020-02-29,7.9,-1.25,-8.07,-3.77
2020-03-01,9.1,-3.86,-11.65,-7.14
2020-03-02,7.33,-1.72,-7.5,-4.34
2020-03-03,13.26,-0.31,-2.55,-1.39
2020-03-04,11.55,-1.58,-13.98,-5.89
2020-03-05,10.27,0.35,-14.19,-6.46
2020-03-06,7.28,0.58,-6.45,-2.06
2020-03-07,4.99,0.44,-6.23,-2.06
2020-03-08,8.92,-2.91,-11.22,-7.1
2020-03-09,13.65,-4.28,-13.61,-9.13
2020-03-10,9.4,-1.62,-16.84,-6.74
2020-03-11,8.68,-1,-12.2,-4.18
2020-03-12,13.41,-5.46,-14.02,-9.46
2020-03-13,7.01,-10.81,-17.89,-14.25
2020-03-14,10.5,-17.8,-25.18,-22.14
2020-03-15,17.07,-10.02,-25.03,-17.5
2020-03-16,17.79,-2.23,-21.29,-11.08
2020-03-17,17.08,-1.69,-13.22,-7.39
2020-03-18,18.4,-1.37,-12.42,-7.41
2020-03-19,16.44,-6.96,-14.88,-10.92
2020-03-20,19.04,0.59,-14.91,-7.43
2020-03-21,18.62,0.73,-11.11,-3.61
2020-03-22,17.88,0.64,-10.49,-4.75
2020-03-23,11.28,0.38,-6.33,-2.32
2020-03-24,12,-1.93,-8.31,-4.39
2020-03-25,12.18,-2.44,-11.11,-6.97
2020-03-26,13.03,-1.95,-8.55,-5.35
2020-03-27,7.91,0.28,-7.63,-3.21
2020-03-28,8.41,0.69,-3.28,-1.32
2020-03-29,10.19,0.65,-2.21,-0.38
2020-03-30,5.41,0.5,-4.83,-1.41
2020-03-31,8.79,-2.19,-12.49,-6.42
2020-04-01,9.84,-9.48,-19.52,-13.95
2020-04-02,12.99,-6.37,-19.22,-12.39
2020-04-03,12.08,-3.45,-13.68,-7.72
2020-04-04,13.79,-4.03,-13.02,-8.77
2020-04-05,8.64,0.41,-11.36,-4.2
2020-04-06,15.5,0.67,-3.17,-0.85
2020-04-07,17.89,0.61,-7.92,-2.45
2020-04-08,22.1,0.47,-10.56,-4.26
2020-04-09,22.13,2.04,-7.69,-1.92
2020-04-10,14.21,1.81,-4.43,-0.43
2020-04-11,10.48,-3.22,-15.4,-8.83
2020-04-12,18.47,-6.88,-17.29,-11.13
2020-04-13,24.04,-2.71,-15.47,-8.97
2020-04-14,18.94,0.6,-8.59,-2.02
2020-04-15,17.97,-1.03,-13.05,-6.04
2020-04-16,25.19,0.26,-14.35,-7.06
2020-04-17,22.08,1.04,-9.12,-1.95
2020-04-18,10.48,0.42,-3.29,-0.48
2020-04-19,15.16,1.13,-7.46,-2.09
2020-04-20,19.29,2.32,-4.68,-0.46
2020-04-21,25.04,1.47,-3.08,0.14
2020-04-22,15.28,1.09,-0.27,0.51
2020-04-23,16.88,1,-0.04,0.46
2020-04-24,18.78,1.08,-2.72,0.06
2020-04-25,10.27,1.15,-4.4,-0.47
2020-04-26,24.92,1.2,-1.41,0.19
2020-04-27,10.65,1.12,-1.6,0.27
2020-04-28,26.49,7.01,-4.89,1.31
2020-04-29,16.3,12.45,0.01,5.17
2020-04-30,16.57,10.66,0.3,5.99
2020-05-01,18.86,7.76,-1.26,3.05
2020-05-02,23.72,12.95,0.23,6.27
2020-05-03,17.61,4.58,-2.16,1.52
2020-05-04,23.5,5.83,-3.16,0.76
2020-05-05,25.24,12.99,-2.47,6.07
2020-05-06,6.99,5.8,-0.78,2.28
2020-05-07,10.35,9,-1.26,3.34
2020-05-08,16.71,10.66,-1.8,4.27
2020-05-09,25.77,11.12,-3.06,3.58
2020-05-10,21.49,6.25,-2.82,1.63
2020-05-11,22.63,5.96,-3.67,0.96
2020-05-12,13.97,6.08,-2.74,0.68
2020-05-13,16.43,6.36,-1.56,2.68
2020-05-14,21.25,11.97,0.11,6.25
2020-05-15,15.8,9.58,-0.03,4.68
2020-05-16,21,13.8,-0.16,6.77
2020-05-17,14.77,13.66,4.23,8.76
2020-05-18,11.75,13.1,4.98,8.46
2020-05-19,16.98,14.63,3.04,7.89
2020-05-20,7.66,13.18,1.04,6.39
2020-05-21,10.57,6.1,0.02,2.73
2020-05-22,13.59,5.81,-0.73,2.03
2020-05-23,14.71,9.88,0.32,4.28
2020-05-24,17.79,11.79,0.85,6.06
2020-05-25,15.54,12.7,0.88,7.57
2020-05-26,18.34,12.9,3.17,8.26
2020-05-27,28.67,14.04,3.22,8.89
2020-05-28,29.06,19.02,2.57,11.93
2020-05-29,28.84,21.79,9.08,15.18
2020-05-30,23.35,23.93,7.27,16.15
2020-05-31,10.09,12.7,3.74,9.76
2020-06-01,24.6,13.87,2.63,7.81
2020-06-02,27.05,14.55,1.51,8.79
2020-06-03,28.21,13.82,3.68,8.55
2020-06-04,17.7,12.23,4.22,8.22
2020-06-05,16.46,13.09,2.91,8.1
2020-06-06,10.09,12.86,4.23,8.46
2020-06-07,14.13,10.54,2.39,5.52
2020-06-08,18.12,8.7,1.3,4.1
2020-06-09,16.43,9.23,2.01,4.87
2020-06-10,17.46,15.03,3.67,9.19
2020-06-11,25.49,19.91,4.49,12.83
2020-06-12,19.73,22.9,10.5,15.66
2020-06-13,17.62,21.2,2.07,10.36
2020-06-14,20.92,8.7,1.61,4.37
2020-06-15,14.53,10.28,0.7,5.4
2020-06-16,18.54,10.8,2.71,5.82
2020-06-17,20.61,11.32,2.31,7.4
2020-06-18,20.31,15.23,4.73,9.78
2020-06-19,21.27,15.17,6.71,10.87
2020-06-20,10.83,15.86,6.81,11.24
2020-06-21,15.7,16.69,7.35,11.94
2020-06-22,27.64,19.32,6.41,13.3
2020-06-23,29.1,21.78,7.74,15.62
2020-06-24,20.19,20.98,10.58,15.24
2020-06-25,28.57,21.03,9.12,14.97
2020-06-26,27.43,22.03,8.49,15.65
2020-06-27,20.21,16.89,6.22,12.31
2020-06-28,20.12,13.56,4.49,8.56
2020-06-29,14.36,13.32,5.79,8.16
2020-06-30,11.71,9.36,5.3,7.34
2020-07-01,11.93,10.65,4.66,7.01
2020-07-02,10.34,12.21,3.93,7.34
2020-07-03,28.38,20.21,4.01,13.2
2020-07-04,28.55,17.9,6.72,12.28
2020-07-05,27.16,17.96,6.18,12.82
2020-07-06,30.02,19.16,9.24,14.82
2020-07-07,11.69,12.26,6.38,9.88
2020-07-08,16.1,14.6,5.67,9.37
2020-07-09,28.32,17.88,5.25,12.09
2020-07-10,21.32,15.96,6.93,11.47
2020-07-11,30.17,21.05,6.04,14.48
2020-07-12,23.43,16.09,6.44,11.98
2020-07-13,28.19,14.52,3.12,8.66
2020-07-14,30.63,16.45,3.02,10.42
2020-07-15,27.61,19.1,5.31,12.95
2020-07-16,25.24,21.25,7.66,15.07
2020-07-17,19.58,18.21,7.71,13.11
2020-07-18,29.88,19.19,7.17,12.96
2020-07-19,25.81,19.82,7.71,14.39
2020-07-20,28.09,20.38,7.7,14.78
2020-07-21,27.78,23.07,8.61,16.49
2020-07-22,28.91,24.63,10.77,17.82
2020-07-23,26.59,21.34,9.14,15.4
2020-07-24,24.09,18.47,6.82,12.85
2020-07-25,29.79,18.3,6.54,12.42
2020-07-26,29.54,22.17,7.97,15.64
2020-07-27,29.19,26.19,8.32,18.13
2020-07-28,27.04,24.28,11.35,18.05
2020-07-29,26.63,25.55,11.52,18.94
2020-07-30,27.87,27.09,13.36,20.62
2020-07-31,27.38,25.9,11.19,18.57
2020-08-01,21.01,28.86,12.85,20.16
2020-08-02,27.58,27.51,14.34,20.29
2020-08-03,26.52,21.42,11.06,15.95
2020-08-04,27.86,23.21,11.34,17.35
2020-08-05,27.97,25.06,11.1,18.36
2020-08-06,13.41,21.16,10.16,15.78
2020-08-07,19.39,15.42,5.32,10.19
2020-08-08,14.28,16.46,4.65,10.68
2020-08-09,27.7,17.34,5.16,10.61
2020-08-10,26.74,20.07,3.9,12.63
2020-08-11,24.99,21.51,6.93,14.51
2020-08-12,13.68,14.2,4.11,10.88
2020-08-13,22.49,13.11,1.53,7.76
2020-08-14,26.3,18.61,3.54,11.17
2020-08-15,26.28,22.86,6.14,15.37
2020-08-16,24.89,27.57,12.98,21.01
2020-08-17,22.11,27.28,13.57,20.69
2020-08-18,20.01,26.96,14.92,20.42
2020-08-19,22.47,25.24,15.72,19.12
2020-08-20,13.41,22.06,9.14,15.64
2020-08-21,20.63,24.62,9.1,16.83
2020-08-22,24.64,21.26,10.81,15.46
2020-08-23,25.19,23.68,8.88,16.6
2020-08-24,20.42,24.73,10.68,17.5
2020-08-25,19.5,23.32,9.15,15.76
2020-08-26,24.35,22.28,8.21,15.22
2020-08-27,24.16,22.74,6.95,15.51
2020-08-28,24.09,23.07,4.64,14.24
2020-08-29,18.76,21.88,5.27,13.53
2020-08-30,23.78,16.23,3.16,9.36
2020-08-31,10.66,12.18,4.14,7.92
2020-09-01,19.06,20.1,6.67,13.42
2020-09-02,18.44,20.01,9.43,14.08
2020-09-03,22.39,22.32,4.44,13.64
2020-09-04,22.23,25.94,9.96,17.72
2020-09-05,20.57,26.04,12.55,17.79
2020-09-06,20.81,23.94,5.95,15.13
2020-09-07,12.3,4.41,-1.16,2.03
2020-09-08,20.88,12.37,-2.96,4.87
2020-09-09,21.15,20.8,4.31,12.4
2020-09-10,21.01,22.42,7.86,14.51
2020-09-11,20.57,23.97,7.89,14.85
2020-09-12,17.41,22.46,6.56,13.86
2020-09-13,7.6,21.61,3.45,12.16
2020-09-14,7.63,18.85,9.06,13.19
2020-09-15,14.03,20.86,6.12,12.45
2020-09-16,11.34,22.53,4.86,13.71
2020-09-17,9.86,22.7,7.72,14.22
2020-09-18,7.59,25.3,7.49,14.78
2020-09-19,4.1,10.86,7.64,8.83
2020-09-20,9.86,13.71,3.64,8.41
2020-09-21,16.32,16.1,2.45,9.51
2020-09-22,8.45,11.64,5.15,9.3
2020-09-23,13.12,17.11,4.33,10.9
2020-09-24,9.04,11.09,4.93,8.36
2020-09-25,3.93,7.97,4.18,5.51
2020-09-26,9.89,8.03,1.6,4.34
2020-09-27,15.46,10.81,-1.05,3.41
2020-09-28,15.78,15.09,-1.82,6.1
2020-09-29,16.99,18.57,0.8,9.02
2020-09-30,16.15,18.12,3.14,8.61
2020-10-01,9.29,16.35,3.42,9.1
2020-10-02,13.81,19.04,4.93,11.36
2020-10-03,14.58,19.26,5.07,10.89
2020-10-04,14.6,18.04,3.37,10.16
2020-10-05,14.99,16.91,2.9,9.3
2020-10-06,14.44,18.31,5.23,10.24
2020-10-07,14.66,20.04,5.99,12.81
2020-10-08,11.45,16.47,4.13,10.61
2020-10-09,11.52,14.16,4.58,9.01
2020-10-10,3.28,10.34,0.91,5.59
2020-10-11,7.61,5.01,0.17,1.91
2020-10-12,9.63,5.64,-3.04,1.75
2020-10-13,2.21,2.61,-2.41,0.28
2020-10-14,7.64,2.17,-1.91,0.2
2020-10-15,11.21,2.15,-5.02,-1.53
2020-10-16,3.23,3.56,-4.97,-0.01
2020-10-17,6.76,-0.4,-10.96,-5.69
2020-10-18,3.68,0.44,-9.58,-4.05
2020-10-19,2.92,2.21,-3.44,0.31
2020-10-20,8.68,1.68,-5.03,-2.27
2020-10-21,5.36,-1.53,-10.72,-5.79
2020-10-22,7.27,-3.32,-12.41,-8.8
2020-10-23,2.03,-4.96,-13.07,-8.99
2020-10-24,7.53,-12.15,-17.2,-14.52
2020-10-25,11.29,-7.49,-19.18,-14.19
2020-10-26,6.94,-4.18,-14.54,-8.99
2020-10-27,7.49,-1.23,-8.62,-5.03
2020-10-28,2.45,0.14,-4.32,-1.61
2020-10-29,7.22,1.83,-0.66,0.18
2020-10-30,3.96,2.08,-1.99,0.11
2020-10-31,10.39,1.73,-4.49,-2.27
2020-11-01,9.61,4.82,-5.95,-1.29
2020-11-02,9.94,6.67,-3.31,0.68
2020-11-03,7.67,7.37,-1.01,2.42
2020-11-04,1.82,8.19,1.93,5.86
2020-11-05,2.1,7.22,0.57,5.15
2020-11-06,1.73,0.63,-3.26,-0.64
2020-11-07,1.35,0.62,-12.17,-3.4
2020-11-08,1.94,-12.85,-16.57,-14.32
2020-11-09,4.44,-6.89,-20.52,-12.52
2020-11-10,3,-5.03,-10.02,-7.83
2020-11-11,2.98,-9.66,-15.67,-12.62
2020-11-12,3.3,-6.64,-10.8,-8.41
2020-11-13,1.14,-2.19,-9.56,-4.97
2020-11-14,4.1,-4.48,-6.44,-5.54
2020-11-15,2.88,-1.08,-8.61,-3.89
2020-11-16,3.11,0.08,-2.81,-1.39
2020-11-17,4.63,0.42,-2.38,-0.14
2020-11-18,5.29,0.07,-1.92,-0.41
2020-11-19,3.01,-2.43,-5.06,-3.53
2020-11-20,2.49,-2.66,-5.31,-4.18
2020-11-21,4.39,-2.41,-8.26,-5.36
2020-11-22,5.74,-2.26,-11.96,-7.89
2020-11-23,2.77,-3.47,-11.33,-7.22
2020-11-24,1.23,-3.03,-7.47,-5.09
2020-11-25,3.02,-3.41,-6.69,-4.92
2020-11-26,2.99,-3.49,-6.09,-5.15
2020-11-27,3.94,-2.45,-5.9,-4.18
2020-11-28,4.12,-1.52,-10.13,-6.12
2020-11-29,4.62,-4.9,-14.37,-9.13
2020-11-30,2.16,-3.72,-15.3,-7.92
2020-12-01,5.8,-5.42,-13.16,-10.11
2020-12-02,6.14,-1.96,-12.82,-7.42
2020-12-03,6.29,-3.03,-11.9,-8.71
2020-12-04,5.58,-2.38,-12.58,-8.91
2020-12-05,5.42,-2.69,-12.97,-9.2
2020-12-06,5.34,-3.6,-14.5,-9.56
2020-12-07,3.25,-3.39,-9.54,-6.28
2020-12-08,2.55,-0.04,-5.11,-1.96
2020-12-09,2.5,-1.88,-9.08,-4.34
2020-12-10,3.3,-3.97,-12.24,-8.76
2020-12-11,1.55,-7.7,-14.06,-11.88
2020-12-12,2.46,-8.7,-16.35,-13.01
2020-12-13,2.86,-9.04,-15.61,-12.66
2020-12-14,3.05,-5.18,-11.59,-8.44
2020-12-15,1.97,-3.7,-8.91,-5.85
2020-12-16,1.82,-2.63,-5.03,-3.81
2020-12-17,2.04,-1.48,-5.42,-2.98
2020-12-18,2.3,-2.92,-6.15,-4.43
2020-12-19,2.25,-1.74,-3.3,-2.41
2020-12-20,2.48,-0.11,-2.23,-1
2020-12-21,2.26,0.18,-5.12,-1.68
2020-12-22,2.58,0.18,-14.98,-7.23
2020-12-23,2.43,-8.89,-16.59,-12.04
2020-12-24,5.66,-7.31,-18.42,-12.96
2020-12-25,3.82,-5.75,-13.33,-9.3
2020-12-26,2.67,-2.16,-5.88,-4.02
2020-12-27,3.61,-6.28,-13.02,-8.87
2020-12-28,4.65,-6.33,-13.32,-10.33
2020-12-29,3.31,-10.05,-16.18,-12.42
2020-12-30,2.29,-6.26,-10.8,-7.98
2020-12-31,2.74,-3.31,-6.57,-4.99
2021-01-01,2.67,-2.38,-5.81,-3.98
2021-01-02,1.58,-1.74,-2.73,-2.15
2021-01-03,4.33,-1.22,-4.79,-2.67
2021-01-04,2.75,-0.39,-10.86,-3.84
2021-01-05,2.97,-2.9,-6.13,-4.53
2021-01-06,2.07,-1.3,-7.43,-4.81
2021-01-07,3.47,-1.65,-11.85,-5.44
2021-01-08,4.96,-1.7,-12.19,-8.4
2021-01-09,2.71,-6.86,-13.17,-10.4
2021-01-10,4.03,-5.33,-10.3,-8
2021-01-11,2.72,-2.78,-7.34,-4.86
2021-01-12,1.24,-0.44,-6.14,-2.72
2021-01-13,2.23,-0.02,-6.15,-2.99
2021-01-14,6.49,-6.39,-14.58,-10.29
2021-01-15,4.38,-5.43,-14.09,-8.83
2021-01-16,4.38,-5.77,-11,-7.93
2021-01-17,3.61,-2.7,-6.41,-4.22
2021-01-18,4.81,-5.04,-14.09,-8.27
2021-01-19,3.9,-6.26,-15.14,-10.23
2021-01-20,5.43,-6.09,-11.72,-8.07
2021-01-21,5.62,-7.36,-18.2,-13.81
2021-01-22,7.33,-8.25,-18.83,-14.46
2021-01-23,5.38,-10.37,-17,-13.62
2021-01-24,4.88,-8.52,-15.95,-12.39
2021-01-25,5.65,-7.83,-15.34,-12.37
2021-01-26,4.63,-7.92,-16.71,-13.1
2021-01-27,2.88,-4.95,-16.68,-11.22
2021-01-28,4.42,-1.13,-11.04,-6.7
2021-01-29,4.73,-1.99,-10.47,-6.29
2021-01-30,3.3,-4.05,-10.53,-7.5
2021-01-31,3.55,-1.29,-10.02,-6.96
2021-02-01,5.67,-0.13,-9.62,-4.7
2021-02-02,3.42,0,-5.73,-1.25
2021-02-03,5.01,-5.61,-8.93,-7.3
2021-02-04,2.25,-4.69,-9.25,-6.84
2021-02-05,6.23,-3.72,-20.41,-8.47
2021-02-06,2.34,-7.77,-22.9,-16
2021-02-07,7.2,-16.35,-27.1,-21.79
2021-02-08,6.91,-21.88,-34.07,-25.51
2021-02-09,10.97,-20.79,-35.78,-28.63
2021-02-10,8.41,-23.93,-30.68,-27.02
2021-02-11,10.75,-26.62,-38.41,-31.82
2021-02-12,11.48,-20.78,-38.88,-30.06
2021-02-13,9.68,-22.28,-30.01,-26.03
2021-02-14,8.22,-14.69,-29.18,-21.44
2021-02-15,5.68,-8.15,-21.15,-13.77
2021-02-16,6.44,-8.58,-14.92,-11.99
2021-02-17,7.24,-7.84,-15.67,-12.11
2021-02-18,9.37,-9.9,-17.14,-13.18
2021-02-19,6.63,-4.41,-11.29,-8.17
2021-02-20,7.35,-5.46,-11.09,-8.19
2021-02-21,3.92,-2.17,-8.13,-4.42
2021-02-22,4.79,-0.09,-2.58,-1.33
2021-02-23,7.24,-2.53,-12.29,-7
2021-02-24,11.65,-6.84,-16.82,-10.78
2021-02-25,5.02,-5.26,-10.32,-7.5
2021-02-26,7.81,-4.44,-12.35,-6.86
2021-02-27,9.09,-8.4,-13.29,-10.91
2021-02-28,4.02,-4.21,-9.97,-6.78
2021-03-01,9.89,-1.2,-6.55,-4
2021-03-02,6.26,-0.77,-6.76,-3.03
2021-03-03,13.28,0.32,-6.26,-1.93
2021-03-04,14.4,0.64,-6.24,-2.21
2021-03-05,12.45,0.87,-6.45,-3.26
2021-03-06,6.43,0.29,-8.48,-2.91
2021-03-07,7.24,-1.1,-9.79,-5.1
2021-03-08,11.8,-2.82,-11.42,-7.18
2021-03-09,13.09,-2.08,-10.87,-6.37
2021-03-10,11.98,-1.93,-10.8,-6.33
2021-03-11,17.04,-1.58,-13.4,-7.75
2021-03-12,15.73,0.62,-13.69,-6.11
2021-03-13,17.39,0.88,-6.9,-3.01
2021-03-14,16.76,1.03,-5.54,-1.95
2021-03-15,12.62,0.68,-8.34,-2.3
2021-03-16,15.96,0.84,-8.64,-3.07
2021-03-17,17.58,1.45,-5.03,-1.63
2021-03-18,16.59,1.38,-2.81,-0.51
2021-03-19,9.31,0.77,-6.09,-0.59
2021-03-20,9.21,0.32,-8.05,-3.37
2021-03-21,8,-1.52,-4.93,-3.43
2021-03-22,10.45,-0.3,-7.19,-3.44
2021-03-23,14.19,-1.95,-9.42,-5.63
2021-03-24,7.05,-0.44,-5.71,-3.49
2021-03-25,8.81,-1.32,-8.45,-5.19
2021-03-26,11.2,-0.19,-7.97,-3.57
