CustomerID,OrderID,SampleNumber,Site,Sitecode,CustomerSampleNumber,CollectDate,StartDepth,EndDepth,SampleType,Volume,Matrix,Test,Param,ReportedResult,Qualifier,CorrectedReportedResult,CorrectedQualifier,Results_Units,Method,RDL,OrderComment,Results_Commnt,FieldNotes(2014+),FD Fieldnotes(-2013),FD QCData,FD Labnotes,NEW NOTES
FMP,FMP06836,FMP06836,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/19/2012,0,0,Deposition-Dry,1450.2,Legacy_Deposition,Total Nitrogen,TPN,137.7,,137.7,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in on 12 VII 12 at 1523 hrs.; -Very light organics in the sample; filtered through 500 um mesh nitex; -Hot, sunny, hazy all week. Heavy rain in 15 VII 12, all day; ***Cover stuck over dry bucket",,,
FMP,FMP06836,FMP06836,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/19/2012,0,0,Deposition-Dry,1450.2,Legacy_Deposition,Total Phosphorus,TP,7.9,,7.9,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in on 12 VII 12 at 1523 hrs.; -Very light organics in the sample; filtered through 500 um mesh nitex; -Hot, sunny, hazy all week. Heavy rain in 15 VII 12, all day; ***Cover stuck over dry bucket",,,
FMP,FMP06844,FMP06844,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/25/2012,0,0,Deposition-Dry,1106.6,Legacy_Deposition,Total Nitrogen,TPN,73.9,,73.9,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 19 VII 12 @ 0930 hrs.; -Very light organics in sample, ~6 small pine needles; filtered through 500 um mesh; -Hot and sunny all week, with some variable winds on 23 VII 12 and 24 VII 12, Temps. in the 80-90's all week.",,,
FMP,FMP06844,FMP06844,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/25/2012,0,0,Deposition-Dry,1106.6,Legacy_Deposition,Total Phosphorus,TP,9.2,,9.2,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 19 VII 12 @ 0930 hrs.; -Very light organics in sample, ~6 small pine needles; filtered through 500 um mesh; -Hot and sunny all week, with some variable winds on 23 VII 12 and 24 VII 12, Temps. in the 80-90's all week.",,,
FMP,FMP06861,FMP06861,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/1/2012,0,0,Deposition-Dry,889.5,Legacy_Deposition,Total Nitrogen,TPN,224.5,,224.5,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 25VII12 @ 0920 hours.  Hot, sunny and dry for last week.  Light organics in sample, filtered through 500um mesh.",,,
FMP,FMP06861,FMP06861,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/1/2012,0,0,Deposition-Dry,889.5,Legacy_Deposition,Total Phosphorus,TP,11.9,,11.9,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 25VII12 @ 0920 hours.  Hot, sunny and dry for last week.  Light organics in sample, filtered through 500um mesh.",,,
FMP,FMP06873,FMP06873,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/10/2012,0,0,Deposition-Dry,886.8,Legacy_Deposition,Total Nitrogen,TPN,242.5,,242.5,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in on 01 VIII 12 at 0930 hrs.; -Few bugs in sample. Only about 200 ml in bucket.; -Added DI water to bucket, stirred up and then filtered through 500 um mesh nitex into sample bottle.; -Hot and dry for the last week.; **Smokey in the vally last tw",,,
FMP,FMP06873,FMP06873,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/10/2012,0,0,Deposition-Dry,886.8,Legacy_Deposition,Total Phosphorus,TP,36.3,,36.3,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in on 01 VIII 12 at 0930 hrs.; -Few bugs in sample. Only about 200 ml in bucket.; -Added DI water to bucket, stirred up and then filtered through 500 um mesh nitex into sample bottle.; -Hot and dry for the last week.; **Smokey in the vally last tw",,,
FMP,FMP06906,FMP06906,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/17/2012,0,0,Deposition-Dry,1398.5,Legacy_Deposition,Total Nitrogen,TPN,150.6,,150.6,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 10VIII12 @ 0830 hours.  Hot, dry and windy for last week.  Some haze from smoke.  Light organics and a few pine needles in sample, filtered through 500um mesh.  Collected and filtered by Phil Matson.",,,
FMP,FMP06906,FMP06906,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/17/2012,0,0,Deposition-Dry,1398.5,Legacy_Deposition,Total Phosphorus,TP,20.5,,20.5,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 10VIII12 @ 0830 hours.  Hot, dry and windy for last week.  Some haze from smoke.  Light organics and a few pine needles in sample, filtered through 500um mesh.  Collected and filtered by Phil Matson.",,,
FMP,FMP06957,FMP06957,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/23/2012,0,0,Deposition-Dry,1081.8,Legacy_Deposition,Total Nitrogen,TPN,184.7,,184.7,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"BUcket in 17 VIII12 @ 1002 hours.  HAZY from SMOKE in the valley.  Hot, sunny, light wind for last week.  Moderate organics in sample, filtered through 500um mesh.  ***Cover over DRY BUCKET when collected.  Seems to be working fine, may have triggered yes",,,
FMP,FMP06957,FMP06957,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/23/2012,0,0,Deposition-Dry,1081.8,Legacy_Deposition,Total Phosphorus,TP,17.7,,17.7,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"BUcket in 17 VIII12 @ 1002 hours.  HAZY from SMOKE in the valley.  Hot, sunny, light wind for last week.  Moderate organics in sample, filtered through 500um mesh.  ***Cover over DRY BUCKET when collected.  Seems to be working fine, may have triggered yes",,,
FMP,FMP06972,FMP06972,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/30/2012,0,0,Deposition-Dry,842.9,Legacy_Deposition,Total Nitrogen,TPN,608.5,,608.5,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 23VIII12 @ 0830 hours.  HAZY from SMOKE (very bad at times).  Hot, sunny, humid occasional wind.  Moderate to heavy organics in sample , plus 1 large beetle.  Filtered through 500um mesh.",,,
FMP,FMP06972,FMP06972,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/30/2012,0,0,Deposition-Dry,842.9,Legacy_Deposition,Total Phosphorus,TP,116.9,,116.9,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 23VIII12 @ 0830 hours.  HAZY from SMOKE (very bad at times).  Hot, sunny, humid occasional wind.  Moderate to heavy organics in sample , plus 1 large beetle.  Filtered through 500um mesh.",,,
FMP,FMP06975,FMP06975,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,9/7/2012,0,0,Deposition-Dry,928.1,Legacy_Deposition,Total Nitrogen,TPN,472.6,,472.6,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,Bucket in on 30 VIII 12 at 1110 hrs. ; -Still some fires in W. Montana; high winds at times but mostly dryand hot with tome showers from thunderstorms. Light organics and 1 bee in the sample; filtered through 500 um mesh nitex; ** LODA went down on 06 IX,,,
FMP,FMP06975,FMP06975,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,9/7/2012,0,0,Deposition-Dry,928.1,Legacy_Deposition,Total Phosphorus,TP,100.1,,100.1,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,Bucket in on 30 VIII 12 at 1110 hrs. ; -Still some fires in W. Montana; high winds at times but mostly dryand hot with tome showers from thunderstorms. Light organics and 1 bee in the sample; filtered through 500 um mesh nitex; ** LODA went down on 06 IX,,,
FMP,FMP06992,FMP06992,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,9/14/2012,0,0,Deposition-Dry,965.4,Legacy_Deposition,Total Nitrogen,TPN,247.5,,247.5,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,Bucket in on 07 IX 12 at 1330 hrs.; -High winds on Monday and Tuesday of this week; still hot and hazy at times from fires ; -Moderate organics; 1 bee; 3 beetles and filtered through 500 um mesh;,,,
FMP,FMP06992,FMP06992,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,9/14/2012,0,0,Deposition-Dry,965.4,Legacy_Deposition,Total Phosphorus,TP,30.7,,30.7,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,Bucket in on 07 IX 12 at 1330 hrs.; -High winds on Monday and Tuesday of this week; still hot and hazy at times from fires ; -Moderate organics; 1 bee; 3 beetles and filtered through 500 um mesh;,,,
FMP,FMP06993,FMP06993,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,9/20/2012,0,0,Deposition-Dry,935.5,Legacy_Deposition,Total Nitrogen,TPN,211.1,,211.1,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in on 14 IX 12 at 1400 hrs.; Moderate winds at times with temperatures in the 80's. light organics in the sample; 1 horsefly; filtered through 500 um mesh nitex.; -LODA is working again, so I removed the wet bucket from the old bulk snow collector",,,
FMP,FMP06993,FMP06993,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,9/20/2012,0,0,Deposition-Dry,935.5,Legacy_Deposition,Total Phosphorus,TP,36.9,,36.9,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in on 14 IX 12 at 1400 hrs.; Moderate winds at times with temperatures in the 80's. light organics in the sample; 1 horsefly; filtered through 500 um mesh nitex.; -LODA is working again, so I removed the wet bucket from the old bulk snow collector",,,
FMP,FMP07007,FMP07007,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,9/28/2012,0,0,Deposition-Dry,928.2,Legacy_Deposition,Total Nitrogen,TPN,144.1,,144.1,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 20IX12 @ 0830 hours. Hot, dry and calm for last week.  No rain.  HAZY from fires, lots of SMOKE.  Light organics and 1 fly in sample, filtered through 500um mesh.",,,
FMP,FMP07007,FMP07007,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,9/28/2012,0,0,Deposition-Dry,928.2,Legacy_Deposition,Total Phosphorus,TP,12.1,,12.1,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 20IX12 @ 0830 hours. Hot, dry and calm for last week.  No rain.  HAZY from fires, lots of SMOKE.  Light organics and 1 fly in sample, filtered through 500um mesh.",,,
FMP,FMP07088,FMP07088,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,10/13/2012,0,0,Deposition-Dry,621.7,Legacy_Deposition,Total Nitrogen,TPN,177,,177,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 03X12 @ 0900 hours.  Mostly dry, some wind and warm for the last week.  Moderate number of gnats in sample (~10), filtered through 500um mesh.",,,
FMP,FMP07088,FMP07088,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,10/13/2012,0,0,Deposition-Dry,621.7,Legacy_Deposition,Total Phosphorus,TP,11.7,,11.7,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"Bucket in 03X12 @ 0900 hours.  Mostly dry, some wind and warm for the last week.  Moderate number of gnats in sample (~10), filtered through 500um mesh.",,,
FMP,FMP07146,FMP07146,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,2/11/2013,0,0,Deposition-Dry,691.6,Legacy_Deposition,Total Nitrogen,TPN,113.2,,113.2,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,"LODA COLLECTOR reinstalled on 04 II 13 @ 0920 hours.  There was no precip in the snow collector at time of installation.  Bucket in 04II13 @ 0920 hours.  Moderate winds with freeze / thaw cycles all week.  Light snow and rain at times, not enough to sampl",,,
FMP,FMP07146,FMP07146,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,2/11/2013,0,0,Deposition-Dry,691.6,Legacy_Deposition,Total Phosphorus,TP,1.8,<,1.8,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,"LODA COLLECTOR reinstalled on 04 II 13 @ 0920 hours.  There was no precip in the snow collector at time of installation.  Bucket in 04II13 @ 0920 hours.  Moderate winds with freeze / thaw cycles all week.  Light snow and rain at times, not enough to sampl",,,
FMP,FMP07153,FMP07153,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,2/21/2013,0,0,Deposition-Dry,983.1,Legacy_Deposition,Total Nitrogen,TPN,123.1,,123.1,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07153,FMP07153,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,2/21/2013,0,0,Deposition-Dry,983.1,Legacy_Deposition,Total Phosphorus,TP,1.8,<,1.8,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07162,FMP07162,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,3/1/2013,0,0,Deposition-Dry,536.7,Legacy_Deposition,Total Nitrogen,TPN,179.9,,179.9,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07162,FMP07162,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,3/1/2013,0,0,Deposition-Dry,536.7,Legacy_Deposition,Total Phosphorus,TP,6.3,,6.3,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07164,FMP07164,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,3/7/2013,0,0,Deposition-Dry,1208.3,Legacy_Deposition,Total Nitrogen,TPN,105.6,,105.6,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07164,FMP07164,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,3/7/2013,0,0,Deposition-Dry,1208.3,Legacy_Deposition,Total Phosphorus,TP,4.5,,4.5,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07165,FMP07165,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,3/13/2013,0,0,Deposition-Dry,1122.1,Legacy_Deposition,Total Nitrogen,TPN,181.3,,181.3,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07165,FMP07165,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,3/13/2013,0,0,Deposition-Dry,1122.1,Legacy_Deposition,Total Phosphorus,TP,20.3,,20.3,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07174,FMP07174,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,3/19/2013,0,0,Deposition-Dry,1047.8,Legacy_Deposition,Total Nitrogen,TPN,89.5,,89.5,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07174,FMP07174,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,3/19/2013,0,0,Deposition-Dry,1047.8,Legacy_Deposition,Total Phosphorus,TP,3.1,,3.1,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07176,FMP07176,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,3/26/2013,0,0,Deposition-Dry,728.5,Legacy_Deposition,Total Nitrogen,TPN,180.2,,180.2,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07176,FMP07176,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,3/26/2013,0,0,Deposition-Dry,728.5,Legacy_Deposition,Total Phosphorus,TP,2,,2,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07186,FMP07186,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,4/5/2013,0,0,Deposition-Dry,800.8,Legacy_Deposition,Total Nitrogen,TPN,405,,405,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07186,FMP07186,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,4/5/2013,0,0,Deposition-Dry,800.8,Legacy_Deposition,Total Phosphorus,TP,69.4,,69.4,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07201,FMP07201,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,4/11/2013,0,0,Deposition-Dry,1446.2,Legacy_Deposition,Total Nitrogen,TPN,65.8,,65.8,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07201,FMP07201,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,4/11/2013,0,0,Deposition-Dry,1446.2,Legacy_Deposition,Total Phosphorus,TP,2.3,,2.3,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07203,FMP07203,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,4/17/2013,0,0,Deposition-Dry,871.9,Legacy_Deposition,Total Nitrogen,TPN,112.8,,112.8,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07203,FMP07203,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,4/17/2013,0,0,Deposition-Dry,871.9,Legacy_Deposition,Total Phosphorus,TP,5.2,,5.2,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07205,FMP07205,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,4/24/2013,0,0,Deposition-Dry,873.4,Legacy_Deposition,Total Nitrogen,TPN,170.6,,170.6,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07205,FMP07205,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,4/24/2013,0,0,Deposition-Dry,873.4,Legacy_Deposition,Total Phosphorus,TP,8.6,,8.6,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07276,FMP07276,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,5/3/2013,0,0,Deposition-Dry,1021.7,Legacy_Deposition,Total Nitrogen,TPN,306.4,,306.4,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07276,FMP07276,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,5/3/2013,0,0,Deposition-Dry,1021.7,Legacy_Deposition,Total Phosphorus,TP,38.7,,38.7,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07294,FMP07294,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,5/9/2013,0,0,Deposition-Dry,613,Legacy_Deposition,Total Nitrogen,TPN,613.3,,613.3,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07294,FMP07294,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,5/9/2013,0,0,Deposition-Dry,613,Legacy_Deposition,Total Phosphorus,TP,99.4,,99.4,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07313,FMP07313,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,5/17/2013,0,0,Deposition-Dry,907.9,Legacy_Deposition,Total Nitrogen,TPN,873.2,,873.2,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07313,FMP07313,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,5/17/2013,0,0,Deposition-Dry,907.9,Legacy_Deposition,Total Phosphorus,TP,135.7,,135.7,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07314,FMP07314,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,5/21/2013,0,0,Deposition-Dry,1458.3,Legacy_Deposition,Total Nitrogen,TPN,77.3,,77.3,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07314,FMP07314,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,5/21/2013,0,0,Deposition-Dry,1458.3,Legacy_Deposition,Total Phosphorus,TP,5.8,,5.8,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07330,FMP07330,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,5/30/2013,0,0,Deposition-Dry,1090.2,Legacy_Deposition,Total Nitrogen,TPN,481.4,,481.4,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07330,FMP07330,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,5/30/2013,0,0,Deposition-Dry,1090.2,Legacy_Deposition,Total Phosphorus,TP,65.4,,65.4,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07332,FMP07332,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,6/4/2013,0,0,Deposition-Dry,1065.4,Legacy_Deposition,Total Nitrogen,TPN,244.5,,244.5,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07332,FMP07332,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,6/4/2013,0,0,Deposition-Dry,1065.4,Legacy_Deposition,Total Phosphorus,TP,32,,32,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07355,FMP07355,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,6/13/2013,0,0,Deposition-Dry,716.4,Legacy_Deposition,Total Nitrogen,TPN,844.7,,844.7,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07355,FMP07355,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,6/13/2013,0,0,Deposition-Dry,716.4,Legacy_Deposition,Total Phosphorus,TP,170.8,,170.8,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07364,FMP07364,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,6/21/2013,0,0,Deposition-Dry,1558.4,Legacy_Deposition,Total Nitrogen,TPN,238.2,,238.2,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07364,FMP07364,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,6/21/2013,0,0,Deposition-Dry,1558.4,Legacy_Deposition,Total Phosphorus,TP,103.1,,103.1,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07366,FMP07366,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,6/26/2013,0,0,Deposition-Dry,1383,Legacy_Deposition,Total Nitrogen,TPN,144.7,,144.7,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07366,FMP07366,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,6/26/2013,0,0,Deposition-Dry,1383,Legacy_Deposition,Total Phosphorus,TP,23,,23,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07375,FMP07375,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/3/2013,0,0,Deposition-Dry,1111,Legacy_Deposition,Total Nitrogen,TPN,500.3,,500.3,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07375,FMP07375,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/3/2013,0,0,Deposition-Dry,1111,Legacy_Deposition,Total Phosphorus,TP,96.4,,96.4,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07390,FMP07390,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/11/2013,0,0,Deposition-Dry,630.2,Legacy_Deposition,Total Nitrogen,TPN,338.1,,338.1,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07390,FMP07390,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/11/2013,0,0,Deposition-Dry,630.2,Legacy_Deposition,Total Phosphorus,TP,36.2,,36.2,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07391,FMP07391,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/17/2013,0,0,Deposition-Dry,1503.4,Legacy_Deposition,Total Nitrogen,TPN,191.1,,191.1,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07391,FMP07391,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/17/2013,0,0,Deposition-Dry,1503.4,Legacy_Deposition,Total Phosphorus,TP,16.6,,16.6,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07478,FMP07478,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/29/2013,0,0,Deposition-Dry,1153,Legacy_Deposition,Total Nitrogen,TPN,74.1,,74.1,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07478,FMP07478,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,7/29/2013,0,0,Deposition-Dry,1153,Legacy_Deposition,Total Phosphorus,TP,13.5,,13.5,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07487,FMP07487,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/6/2013,0,0,Deposition-Dry,2095.7,Legacy_Deposition,Total Nitrogen,TPN,676.1,,676.1,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07487,FMP07487,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/6/2013,0,0,Deposition-Dry,2095.7,Legacy_Deposition,Total Phosphorus,TP,6.6,,6.6,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07498,FMP07498,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/13/2013,0,0,Deposition-Dry,883.5,Legacy_Deposition,Total Nitrogen,TPN,949.5,,949.5,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07498,FMP07498,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/13/2013,0,0,Deposition-Dry,883.5,Legacy_Deposition,Total Phosphorus,TP,100.3,,100.3,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07517,FMP07517,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/23/2013,0,0,Deposition-Dry,861.1,Legacy_Deposition,Total Nitrogen,TPN,154.6,,154.6,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07517,FMP07517,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/23/2013,0,0,Deposition-Dry,861.1,Legacy_Deposition,Total Phosphorus,TP,14.7,,14.7,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07526,FMP07526,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/29/2013,0,0,Deposition-Dry,1849.7,Legacy_Deposition,Total Nitrogen,TPN,609.8,,609.8,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07526,FMP07526,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,8/29/2013,0,0,Deposition-Dry,1849.7,Legacy_Deposition,Total Phosphorus,TP,58.7,,58.7,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07528,FMP07528,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,9/6/2013,0,0,Deposition-Dry,986.5,Legacy_Deposition,Total Nitrogen,TPN,602.2,,602.2,,µg/L-N,Legacy_MurdochTransition,,,,See Field Notes,,,,
FMP,FMP07528,FMP07528,Yellow Bay Knob @ Flathead Lake BioStation,TMP03416,,9/6/2013,0,0,Deposition-Dry,986.5,Legacy_Deposition,Total Phosphorus,TP,45.3,,45.3,,µg/L-P,Legacy_MurdochTransition,,,,See Field Notes,,,,
