siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
MT05,TT1457SW,7/4/2018 2:00,7/10/2018 16:47,201807,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TT1710SW,7/10/2018 16:47,7/17/2018 20:44,201807,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.1,-9.99,0,d ,            ,
MT05,TT1894SW,7/17/2018 20:44,7/24/2018 18:08,201807,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TT2185SW,7/24/2018 18:08,8/1/2018 14:33,201807,4.97,7.4, ,0.12, ,0.016, ,0.036, ,0.006, ,0.306, ,0.633, ,0.04, ,0.338,665.3,9.906,9.906,w ,            ,4/12/2020
MT05,TT2421SW,8/1/2018 14:38,8/7/2018 17:07,201808,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TT2708SW,8/7/2018 17:07,8/14/2018 19:08,201808,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TT2831SW,8/14/2018 19:08,8/21/2018 14:57,201808,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,103.3,1.524,1.524,  ,c           ,
MT05,TT3184SW,8/21/2018 14:57,8/28/2018 16:11,201808,5.25,7.2, ,0.121, ,0.011, ,0.073, ,0.047, ,0.585, ,0.429, ,0.071, ,0.25,595.4,10.414,10.414,w ,            ,4/12/2020
MT05,TT3403SW,8/28/2018 16:11,9/4/2018 16:48,201809,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TT3701SW,9/4/2018 16:48,9/11/2018 23:19,201809,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.9,0,0,d ,            ,
MT05,TT3840SW,9/11/2018 23:19,9/18/2018 19:04,201809,6.34,6.7, ,0.311, ,0.047, ,0.056, ,0.24, ,0.417, ,0.831, ,0.118, ,0.386,278.9,-9.99,4.599,w ,            ,4/12/2020
MT05,TT4179SW,9/18/2018 19:04,9/25/2018 18:23,201809,5.89,5.3, ,0.229, ,0.032, ,0.051, ,0.039, ,0.441, ,0.8, ,0.059, ,0.302,257.7,4.826,4.826,w ,            ,4/12/2020
MT05,TT4312SW,9/25/2018 18:23,10/2/2018 17:14,201809,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1469.1,22.352,22.352,  ,c           ,
MT05,TT4637SW,10/2/2018 17:14,10/9/2018 18:58,201810,6.04,3.6, ,0.231, ,0.039, ,0.122, ,0.042, ,0.106, ,0.325, ,0.043, ,0.222,814.4,12.7,12.7,w ,            ,
MT05,TT4911SW,10/9/2018 18:58,10/16/2018 14:51,201810,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TT5255SW,10/16/2018 14:51,10/24/2018 0:15,201810,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.2,-9.99,0,d ,            ,
MT05,TT5726SW,10/24/2018 0:15,10/30/2018 13:43,201810,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,-9.99,-9.99,  ,p           ,4/12/2020
MT05,TT5728SW,10/30/2018 13:43,11/7/2018 2:44,201811,5.28,3.5, ,0.048, ,0.007, ,0.023, ,0.012, ,0.131, ,0.356, ,0.057, ,0.108,3382.9,-9.99,54.569,w ,            ,4/12/2020
MT05,TT6018SW,11/7/2018 2:44,11/13/2018 12:30,201811,5.3,4.2, ,0.041, ,0.004, ,0.01, ,0.006, ,0.203, ,0.634, ,0.018, ,0.166,733.3,-9.99,10.801,w ,            ,4/12/2020
MT05,TT6442SW,11/13/2018 12:30,11/20/2018 12:42,201811,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,271.8,5.08,5.08,  ,u           ,12/19/2019
MT05,TT6444SW,11/20/2018 12:42,11/27/2018 13:59,201811,5.55,4.3, ,0.146, ,0.014, ,0.025, ,0.074, ,0.231, ,0.697, ,0.109, ,0.168,169.5,2.794,2.794,w ,            ,12/19/2019
MT05,TT7153SW,11/27/2018 13:59,12/4/2018 12:45,201811,5.22,5.1, ,0.127, ,0.015, ,0.028, ,0.041, ,0.153, ,0.834, ,0.081, ,0.141,601.3,8.128,8.128,w ,            ,4/12/2020
MT05,TT7168SW,12/4/2018 12:45,12/11/2018 14:03,201812,5.39,4.3, ,0.053, ,0.007, ,0.006, ,0.032, ,0.231, ,0.761, ,0.063, ,0.119,203.3,2.286,2.286,w ,            ,12/19/2019
MT05,TT7149SW,12/11/2018 14:03,12/18/2018 13:21,201812,5.96,3.3, ,0.089, ,0.015, ,0.045, ,0.321, ,0.056, ,0.268, ,0.162, ,0.138,1021.5,-9.99,15.046,w ,            ,4/12/2020
MT05,TT8395SW,12/18/2018 13:21,1/29/2019 14:27,201901,-9,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,6994.7,124.206,124.206,  ,e           ,9/9/2020
MT05,TT8578SW,1/29/2019 14:27,2/5/2019 14:24,201902,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,536.7,15.748,15.748,  ,u           ,9/4/2022
MT05,TT8880SW,2/5/2019 14:24,2/12/2019 13:37,201902,-9,-9,<,-9,<,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9,866.4,26.162,26.162,  ,u           ,9/4/2022
MT05,TT9186SW,2/12/2019 13:37,2/19/2019 17:04,201902,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9,<,-9,<,-9,<,-9,1240.1,29.718,29.718,  ,u           ,9/4/2022
MT05,TT9191SW,2/19/2019 17:04,2/26/2019 17:20,201902,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,519.9,13.462,13.462,  ,u           ,9/4/2022
MT05,TT9612SW,2/26/2019 17:20,3/5/2019 21:46,201903,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,272.7,-9.99,4.016,  ,u           ,4/12/2020
MT05,TT9800SW,3/5/2019 21:46,3/12/2019 18:57,201903,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,20.2,-9.99,0.297,  ,u           ,9/4/2022
MT05,TU0711SW,3/12/2019 18:57,3/19/2019 21:27,201903,5.3,3,<,0.023,<,0.006,<,0.005,<,0.01, ,0.061, ,0.274,<,0.018, ,0.102,954,-9.99,14.052,w ,            ,4/12/2020
MT05,TU0714SW,3/19/2019 21:27,3/26/2019 15:26,201903,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,166.6,-9.99,2.453,  ,u           ,4/12/2020
MT05,TU0719SW,3/26/2019 15:26,4/2/2019 11:46,201903,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,180.5,-9.99,2.658,  ,u           ,9/4/2022
MT05,TU0710SW,4/2/2019 11:46,4/9/2019 15:36,201904,5.48,3.6, ,0.05, ,0.01, ,0.011, ,0.037, ,0.176, ,0.298, ,0.072, ,0.118,2050.8,-9.99,30.207,w ,            ,4/12/2020
MT05,TU1049SW,4/9/2019 15:36,4/16/2019 11:45,201904,5.26,4.5, ,0.042, ,0.006, ,0.012, ,0.012, ,0.213, ,0.476, ,0.03, ,0.187,1459.5,-9.99,21.497,w ,            ,4/12/2020
MT05,TU1279SW,4/16/2019 11:45,4/23/2019 23:36,201904,5.15,7.5, ,0.099, ,0.014, ,0.026, ,0.012, ,0.371, ,1.134, ,0.084, ,0.365,894.2,-9.99,13.171,w ,            ,4/12/2020
MT05,TU1545SW,4/23/2019 23:36,4/30/2019 11:50,201904,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,565.7,-9.99,8.333,  ,c           ,
MT05,TU2217SW,4/30/2019 11:50,5/7/2019 15:36,201905,5.83,3, ,0.062, ,0.012, ,0.014, ,0.031, ,0.221, ,0.35, ,0.042, ,0.182,862.8,-9.99,12.709,w ,            ,
MT05,TU2501SW,5/7/2019 15:36,5/14/2019 11:17,201905,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,26.4,-9.99,0.389,  ,ci          ,
MT05,TU2493SW,5/14/2019 11:17,5/21/2019 11:29,201905,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,672.1,-9.99,9.9,  ,uc          ,9/4/2022
MT05,TU2488SW,5/21/2019 11:29,5/28/2019 11:12,201905,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,26.9,0.762,0.762,  ,v           ,7/5/2020
MT05,TU2856SW,5/28/2019 11:12,6/4/2019 11:17,201905,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TU3086SW,6/4/2019 11:17,6/11/2019 14:48,201906,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,3170.7,48.514,48.514,  ,u           ,9/4/2022
MT05,TU3358SW,6/11/2019 14:48,6/18/2019 11:41,201906,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,169.4,2.794,2.794,  ,c           ,7/5/2020
MT05,TU3549SW,6/18/2019 11:41,6/25/2019 15:58,201906,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,2705.3,42.418,42.418,  ,u           ,9/4/2022
MT05,TU3809SW,6/25/2019 15:58,7/2/2019 17:00,201906,5.38,4.3, ,0.097, ,0.014, ,0.036, ,0.035, ,0.186, ,0.5, ,0.06, ,0.218,811.2,11.938,11.938,w ,            ,7/5/2020
MT05,TU4112SW,7/2/2019 17:00,7/9/2019 17:10,201907,5.16,4.8, ,0.055, ,0.008, ,0.028,<,0.01, ,0.197, ,0.33, ,0.029, ,0.343,2038,28.448,28.448,w ,            ,7/5/2020
MT05,TU4298SW,7/9/2019 17:10,7/16/2019 16:05,201907,4.97,6.2, ,0.04, ,0.007, ,0.021,<,0.01, ,0.185, ,0.343, ,0.028, ,0.258,1021.6,14.986,14.986,w ,            ,7/5/2020
MT05,TU4632SW,7/16/2019 16:05,7/23/2019 13:10,201907,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,371.8,5.08,5.08,  ,u           ,9/4/2022
MT05,TU4889SW,7/23/2019 13:10,7/30/2019 12:50,201907,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,33.2,0.508,0.508,  ,c           ,7/5/2020
MT05,TU5203SW,7/30/2019 12:50,8/6/2019 16:19,201908,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TU5404SW,8/6/2019 16:19,8/13/2019 12:56,201908,5.21,6, ,0.09, ,0.012, ,0.023, ,0.012, ,0.378, ,0.594, ,0.03, ,0.298,817.1,13.716,13.716,w ,            ,7/5/2020
MT05,TU5532SW,8/13/2019 12:56,8/20/2019 13:01,201908,4.99,5.6, ,0.052, ,0.007, ,0.017,<,0.01, ,0.189, ,0.397, ,0.027, ,0.33,828.2,11.684,11.684,w ,            ,7/5/2020
MT05,TU5951SW,8/20/2019 13:01,8/27/2019 19:45,201908,5.58,5.6, ,0.26, ,0.03, ,0.052, ,0.053, ,0.321, ,0.717, ,0.063, ,0.521,371.3,6.096,6.096,w ,            ,7/5/2020
MT05,TU6126SW,8/27/2019 20:21,9/3/2019 12:50,201908,5.63,2.8, ,0.122, ,0.015, ,0.017,<,0.01, ,0.103, ,0.271, ,0.039, ,0.073,125.3,1.778,1.778,w ,            ,7/5/2020
MT05,TU6493SW,9/3/2019 12:50,9/10/2019 12:52,201909,5.42,3.1, ,0.056,<,0.006, ,0.017,<,0.01, ,0.122, ,0.268, ,0.019, ,0.119,2240.8,35.56,35.56,w ,            ,7/5/2020
MT05,TU6701SW,9/10/2019 12:52,9/17/2019 16:13,201909,6.18,7.7, ,0.297, ,0.028, ,0.053, ,0.082, ,0.681, ,0.946, ,0.137, ,0.442,60,1.27,1.27,w ,            ,7/5/2020
MT05,TU6893SW,9/17/2019 16:13,9/24/2019 16:22,201909,5.48,3.1, ,0.045,<,0.006, ,0.019, ,0.011, ,0.178, ,0.338, ,0.026, ,0.169,923.3,18.288,18.288,w ,            ,7/5/2020
MT05,TU7319SW,9/24/2019 16:22,10/1/2019 20:45,201909,5.3,4.2, ,0.038, ,0.018, ,0.02, ,0.129, ,0.137, ,0.392, ,0.173, ,0.275,887.8,14.986,14.986,w ,            ,7/5/2020
MT05,TU7658SW,10/1/2019 20:50,10/9/2019 0:17,201910,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1629.6,27.432,27.432,  ,u           ,9/4/2022
MT05,TU7850SW,10/9/2019 0:17,10/15/2019 15:31,201910,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,92.2,2.54,2.54,  ,u           ,9/4/2022
MT05,TU7972SW,10/15/2019 15:31,10/22/2019 16:22,201910,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1035.5,-9.99,15.253,  ,u           ,9/4/2022
MT05,TU8236SW,10/22/2019 16:22,10/29/2019 17:34,201910,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,596.3,9.906,9.906,  ,u           ,9/4/2022
MT05,TU8747SW,10/29/2019 17:34,11/12/2019 18:18,201911,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,141.1,5.08,5.08,  ,e           ,
MT05,TU9018SW,11/12/2019 18:18,11/19/2019 12:39,201911,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1093.4,18.542,18.542,  ,u           ,9/4/2022
MT05,TU9365SW,11/19/2019 12:39,11/26/2019 12:54,201911,-9,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1291.6,22.606,22.606,  ,u           ,9/4/2022
MT05,TU9530SW,11/26/2019 12:54,12/3/2019 18:40,201911,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,393.8,7.366,7.366,  ,u           ,9/4/2022
MT05,TU9854SW,12/3/2019 18:40,12/10/2019 12:32,201912,-9,-9,<,-9,<,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9,1430.7,22.098,22.098,  ,u           ,9/4/2022
MT05,TV0031SW,12/10/2019 12:32,12/17/2019 12:12,201912,-9,-9,<,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1199.1,19.304,19.304,  ,u           ,9/4/2022
MT05,TV0484SW,12/17/2019 12:12,12/24/2019 12:32,201912,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1513.5,24.638,24.638,  ,u           ,9/4/2022
MT05,TV0485SW,12/24/2019 12:32,12/31/2019 12:13,201912,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,146.4,2.794,2.794,  ,u           ,9/4/2022
MT05,TV0782SW,12/31/2019 12:13,1/7/2020 11:35,202001,5.51,2,<,0.023,<,0.006, ,0.005, ,0.017, ,0.045, ,0.115, ,0.029, ,0.038,2997.9,51.308,51.308,w ,            ,
MT05,TV1276SW,1/7/2020 11:35,1/14/2020 12:12,202001,5.32,2.5,<,0.023,<,0.006,<,0.005,<,0.01, ,0.06, ,0.256, ,0.021, ,0.039,3055.9,36.322,36.322,w ,            ,
MT05,TV1424SW,1/14/2020 12:12,1/21/2020 11:59,202001,5,5.1, ,0.032,<,0.006,<,0.005, ,0.055, ,0.085, ,0.691, ,0.064, ,0.127,1079.6,13.716,13.716,w ,            ,
MT05,TV1793SW,1/21/2020 11:59,2/4/2020 12:01,202001,-9,-9, ,-9,<,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,2438.3,47.244,47.244,  ,e           ,
MT05,TV2258SW,2/4/2020 12:01,2/11/2020 11:52,202002,5.22,3.9, ,0.028,<,0.006,<,0.005, ,0.015, ,0.126, ,0.554, ,0.032, ,0.094,631.5,10.414,10.414,w ,            ,
MT05,TV2388SW,2/11/2020 11:52,2/18/2020 17:15,202002,5.34,5.3, ,0.097, ,0.013, ,0.011, ,0.064, ,0.274, ,0.923, ,0.114, ,0.263,967.8,18.034,18.034,w ,            ,
MT05,TV2654SW,2/18/2020 17:15,2/25/2020 11:50,202002,5.61,3.3, ,0.091, ,0.011, ,0.01, ,0.041, ,0.173, ,0.456, ,0.061, ,0.178,551.3,-9.99,8.12,w ,            ,
MT05,TV3164SW,2/25/2020 11:50,3/3/2020 11:49,202002,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,190.9,-9.99,2.811,  ,c           ,
MT05,TV3165SW,3/3/2020 11:49,3/10/2020 11:00,202003,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,54.5,-9.99,0.802,  ,c           ,
MT05,TV3472SW,3/10/2020 11:00,3/17/2020 12:14,202003,5.93,4.3, ,0.145, ,0.017, ,0.021, ,0.05, ,0.315, ,0.558, ,0.054, ,0.31,439.7,-9.99,6.476,w ,            ,
MT05,TV3858SW,3/17/2020 12:14,3/24/2020 11:49,202003,5.42,3.9, ,0.083, ,0.014, ,0.02, ,0.021, ,0.161, ,0.431, ,0.03, ,0.324,259.6,-9.99,3.823,w ,            ,
MT05,TV3816SW,3/24/2020 11:49,3/31/2020 16:36,202003,6.01,4.4, ,0.166, ,0.022, ,0.032, ,0.031, ,0.352, ,0.478, ,0.064, ,0.273,1196.5,18.288,18.288,w ,            ,
MT05,TV4143SW,3/31/2020 16:36,4/7/2020 15:47,202004,5.67,3.7, ,0.048, ,0.008, ,0.014, ,0.019, ,0.248, ,0.454, ,0.028, ,0.212,1653.2,33.02,33.02,w ,            ,
MT05,TV4433SW,4/7/2020 15:47,4/14/2020 18:22,202004,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.8,0,0,d ,            ,
MT05,TV4550SW,4/14/2020 18:22,4/21/2020 17:59,202004,5.71,3.8, ,0.09, ,0.013, ,0.009,<,0.01, ,0.253, ,0.493, ,0.032, ,0.243,153.6,6.096,6.096,w ,            ,
MT05,TV4727SW,4/21/2020 17:59,4/28/2020 15:08,202004,5.74,4.4, ,0.137, ,0.021, ,0.054, ,0.017, ,0.318, ,0.482, ,0.043, ,0.276,928.5,19.558,19.558,w ,            ,
MT05,TV5197SW,4/28/2020 15:08,5/5/2020 15:16,202005,6.01,3.1, ,0.17, ,0.028, ,0.138, ,0.013, ,0.153, ,0.204, ,0.029, ,0.14,217.7,5.08,5.08,w ,            ,
MT05,TV5348SW,5/5/2020 15:16,5/12/2020 15:19,202005,5.9,2.8, ,0.073, ,0.011, ,0.052,<,0.01, ,0.186, ,0.361, ,0.032, ,0.073,303.6,13.716,13.716,w ,            ,
MT05,TV5351SW,5/12/2020 15:19,5/19/2020 15:28,202005,5.63,2.4, ,0.029,<,0.006, ,0.019,<,0.01, ,0.111, ,0.205, ,0.019, ,0.086,1468.3,22.352,22.352,w ,            ,
MT05,TV5611SW,5/19/2020 15:28,5/26/2020 17:43,202005,5.78,2, ,0.062, ,0.008, ,0.012,<,0.01, ,0.085, ,0.163,<,0.018, ,0.062,2304.1,39.116,39.116,w ,            ,
MT05,TV5890SW,5/26/2020 17:43,6/2/2020 16:21,202005,5.64,3.9, ,0.063, ,0.013, ,0.086,<,0.01, ,0.268, ,0.443, ,0.036, ,0.212,318.2,19.304,19.304,w ,            ,
MT05,TV6126SW,6/2/2020 16:21,6/9/2020 15:19,202006,5.25,4.3, ,0.101, ,0.018, ,0.094, ,0.021, ,0.078, ,0.237, ,0.03, ,0.174,2784.8,48.768,48.768,w ,            ,
MT05,TV6363SW,6/9/2020 15:19,6/16/2020 16:04,202006,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,572.1,10.16,10.16,  ,c           ,
MT05,TV6633SW,6/16/2020 16:04,6/23/2020 16:07,202006,5.29,3.3, ,0.054, ,0.011, ,0.038,<,0.01, ,0.039, ,0.193, ,0.022, ,0.115,1011.1,17.018,17.018,w ,            ,
MT05,TV6976SW,6/23/2020 16:07,6/30/2020 16:13,202006,5.53,3.8, ,0.065, ,0.013, ,0.073,<,0.01, ,0.193, ,0.35, ,0.036, ,0.144,1440.2,29.21,29.21,w ,            ,
MT05,TV7095SW,6/30/2020 16:13,7/7/2020 15:33,202007,5.14,4.4, ,0.041, ,0.008, ,0.037, ,0.02, ,0.11, ,0.317, ,0.038, ,0.164,1571.4,24.892,24.892,w ,            ,
MT05,TV7470SW,7/7/2020 15:33,7/14/2020 16:34,202007,5.41,4.8, ,0.08, ,0.013, ,0.038, ,0.015, ,0.323, ,0.521, ,0.045, ,0.271,1530.5,23.368,23.368,w ,            ,
MT05,TV7638SW,7/14/2020 16:34,7/21/2020 16:26,202007,5.75,4.5, ,0.344, ,0.044, ,0.04, ,0.011, ,0.132, ,0.449, ,0.065, ,0.161,46.3,0.762,0.762,w ,            ,
MT05,TV7999SW,7/21/2020 16:26,7/28/2020 15:47,202007,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.3,0,0,d ,            ,
MT05,TV8206SW,7/28/2020 15:47,8/4/2020 16:37,202008,6.09,10.6, ,0.47, ,0.061, ,0.045, ,0.062, ,0.905, ,1.149, ,0.116, ,0.734,121.6,1.778,1.778,w ,            ,
MT05,TV8368SW,8/4/2020 16:37,8/11/2020 16:49,202008,5.81,4.9, ,0.136, ,0.018, ,0.036, ,0.019, ,0.409, ,0.847, ,0.074, ,0.241,344.1,5.08,5.08,w ,            ,
MT05,TV8601SW,8/11/2020 16:49,8/18/2020 15:54,202008,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,5.5,0,0,d ,            ,
MT05,TV8916SW,8/18/2020 15:54,8/25/2020 17:11,202008,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,0,0,d ,            ,
MT05,TV9198SW,8/25/2020 17:11,9/1/2020 15:48,202008,5.79,4.7, ,0.175, ,0.033, ,0.034, ,0.073, ,0.24, ,0.582, ,0.133, ,0.368,29.1,1.016,1.016,wd,            ,
MT05,TV9424SW,9/1/2020 15:48,9/8/2020 16:50,202009,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,6.6,0.254,0.254,  ,v           ,
MT05,TV9649SW,9/8/2020 16:50,9/15/2020 22:54,202009,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TW0136SW,9/15/2020 22:54,9/29/2020 16:02,202009,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,2060.3,33.782,33.782,  ,e           ,
MT05,TW0396SW,9/29/2020 16:02,10/6/2020 16:18,202010,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.7,0,0,d ,            ,
MT05,TW0898SW,10/6/2020 16:18,10/13/2020 17:42,202010,5.67,2.5, ,0.098, ,0.013, ,0.047, ,0.014, ,0.075, ,0.141, ,0.028, ,0.076,2124.7,37.084,37.084,w ,            ,
MT05,TW0895SW,10/13/2020 17:42,10/20/2020 17:43,202010,5.4,2.9, ,0.025,<,0.006, ,0.011, ,0.024, ,0.105, ,0.227, ,0.038, ,0.118,3963.3,69.342,69.342,w ,            ,
MT05,TW1232SW,10/20/2020 17:43,10/27/2020 11:50,202010,5.46,3.7, ,0.029,<,0.006, ,0.018, ,0.027, ,0.237, ,0.491, ,0.042, ,0.168,741.6,14.478,14.478,w ,            ,
MT05,TW1278SW,10/27/2020 11:50,11/3/2020 16:29,202010,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,59.8,1.016,1.016,  ,c           ,
MT05,TW1663SW,11/3/2020 16:29,11/10/2020 17:39,202011,5.7,2, ,0.058, ,0.006, ,0.015, ,0.011, ,0.09, ,0.133, ,0.022, ,0.052,3030,52.324,52.324,w ,            ,
MT05,TW2127SW,11/10/2020 17:39,11/17/2020 13:14,202011,5.43,2.7,<,0.023,<,0.006, ,0.009, ,0.012, ,0.058, ,0.242, ,0.027, ,0.086,2107.5,50.038,50.038,w ,            ,
MT05,TW2023SW,11/17/2020 13:14,11/24/2020 21:52,202011,5.25,3.4, ,0.023,<,0.006, ,0.009,<,0.01, ,0.084, ,0.194, ,0.021, ,0.071,581.9,9.906,9.906,w ,            ,
MT05,TW2336SW,11/24/2020 21:52,12/1/2020 12:17,202011,5.42,4.4, ,0.095, ,0.011, ,0.02, ,0.064, ,0.264, ,0.707, ,0.078, ,0.273,286,-9.99,4.212,w ,            ,
MT05,TW2641SW,12/1/2020 12:17,12/8/2020 18:30,202012,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.7,0,0,d ,            ,
MT05,TW2835SW,12/8/2020 18:30,12/15/2020 17:30,202012,5.06,5.6, ,0.046, ,0.008, ,0.014, ,0.051, ,0.184, ,0.775, ,0.092, ,0.136,148.9,3.048,3.048,w ,            ,
MT05,TW3290SW,12/15/2020 17:30,12/22/2020 17:07,202012,5.33,2.2, ,0.024,<,0.006, ,0.007, ,0.021, ,0.058, ,0.199, ,0.031, ,0.056,2872.3,46.482,46.482,w ,            ,
MT05,TW3295SW,12/22/2020 17:07,12/29/2020 12:16,202012,5.51,2.4,<,0.023,<,0.006,<,0.005,<,0.01, ,0.039, ,0.184,<,0.018, ,0.036,610.3,13.97,13.97,w ,            ,
MT05,TW3595SW,12/29/2020 12:16,1/5/2021 12:12,202101,5.51,1.9,<,0.023,<,0.006, ,0.005, ,0.012, ,0.047, ,0.129, ,0.022, ,0.026,1665.2,29.21,29.21,w ,            ,
MT05,TW4125SW,1/5/2021 12:12,1/12/2021 11:49,202101,5.31,4.1, ,0.082, ,0.01, ,0.009, ,0.048, ,0.094, ,0.591, ,0.057, ,0.191,371.2,7.62,7.62,w ,            ,
MT05,TW4124SW,1/12/2021 11:49,1/19/2021 11:56,202101,5.57,1.7,<,0.023,<,0.006, ,0.007, ,0.014, ,0.022, ,0.068,<,0.018, ,0.033,3107,46.736,46.736,w ,            ,
MT05,TW4382SW,1/19/2021 11:56,1/26/2021 17:05,202101,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
MT05,TW4539SW,1/26/2021 17:05,2/2/2021 12:05,202101,5.32,2.9,<,0.023,<,0.006,<,0.005,<,0.01, ,0.095, ,0.386,<,0.018, ,0.048,732.7,13.97,13.97,w ,            ,
